PAS ID,Make,Model,Variant,Transmission,Fuel,Cubic Capacity
1014410,Toyota,Land Cruiser,V8 BS,Automatic,DIESEL,4461
1014411,Toyota,Land Cruiser,5.7 4X4 V8,Automatic,DIESEL,5663
1014412,Toyota,Land Cruiser,VX L2 7S,Automatic,DIESEL,4461
1014413,VOLKSWAGEN,AMEO,1.2 COMFORTLINE PLUS,Automatic,PETROL,1198
1014414,VOLKSWAGEN,AMEO,1.2 HIGHLINE PLUS,Automatic,PETROL,1198
1014415,VOLKSWAGEN,AMEO,1.5 HIGHLINE PLUS,Automatic,DIESEL,1498
1014416,VOLKSWAGEN,POLO,1.2L COMFORTLINE BREEZE,Automatic,PETROL,1198
1014417,VOLKSWAGEN,POLO,1.2L HIGHLINE BREEZE,Automatic,PETROL,1198
1014418,VOLKSWAGEN,POLO,1.2L TRENDLINE BSIV,Automatic,DIESEL,1199
1014419,VOLKSWAGEN,POLO,1.5 TDI HIGH LINE BSIV,Automatic,DIESEL,1498
1014420,VOLKSWAGEN,VENTO,1.6L TRENDLINE BREEZE,Automatic,PETROL,1598
1014421,VOLVO,XC60,2.0 D3 AT 163 HP,Automatic,DIESEL,1948
1014422,Aston Martin,DB9,VOLANTE,Automatic,PETROL,5935
1014423,Aston Martin,DBS,VOLANTE,Automatic,PETROL,5935
1014424,Aston Martin,V8 VANTAGE,ROADSTER,Automatic,PETROL,4735
1014425,Aston Martin,Rapide,V12,Automatic,PETROL,5935
1014426,Aston Martin,ONE 77,V12,Automatic,PETROL,7312
1014427,Bentley,Continental GTC,CONVERTIBLE,Automatic,PETROL,5998
1014428,BENTLEY,MULSANNE,6.8,Automatic,PETROL,6742
1014429,BMW,5 SERIES,GT 530D LE,Automatic,DIESEL,2993
1014430,BMW,7 SERIES,745LI,Automatic,PETROL,4398
1014431,BMW,X6,XDRIVE 50I,Automatic,PETROL,2993
1014432,BMW,Gran Turismo,3.0L,Automatic,DIESEL,2993
1014433,BUGATTI,VEYRON,16.4 GRAND SPORT,Automatic,PETROL,7993
1014434,CHEVROLET,CAPTIVA,AWD,Automatic,DIESEL,1991
1014435,CHEVROLET,TAVERA NEO 3,AMBULANCE BS3,Automatic,DIESEL,2499
1014436,CHEVROLET,TAVERA NEO 3,MAX AMBULANCE BS3,Automatic,DIESEL,2499
1014437,FERRARI,CALIFORNIA,CONVERTIBLE,Automatic,PETROL,4297
1014438,FIAT,PUNTO 2012,1.2 ACTIVE,Automatic,PETROL,1172
1014439,FIAT,PUNTO 2012,1.2 DYNAMIC,Automatic,PETROL,1172
1014440,FIAT,PUNTO 2012,1.4 EMOTION,Automatic,PETROL,1368
1014441,FIAT,PUNTO 2012,1.3 DYNAMIC,Automatic,DIESEL,1248
1014442,FIAT,PUNTO 2012,1.3 EMOTION,Automatic,DIESEL,1248
1014443,FIAT,PUNTO 2012,1.3 90HP,Automatic,DIESEL,1248
1014444,FIAT,PALIO,1.2 EL PS SPORTS,Automatic,PETROL,1242
1014445,FIAT,PALIO STILE,1.6,Automatic,PETROL,1596
1014446,Ford,Endeavour,3.0L 4X2 AT,Automatic,DIESEL,2953
1014447,Ford,Endeavour,3.0L 4X4 AT,Automatic,DIESEL,2953
1014448,Ford,Endeavour,4X2 XLT,Automatic,DIESEL,2499
1014449,FORD,FIESTA,1.4 DURA EXI,Automatic,PETROL,1388
1014450,FORD,FIESTA,1.4 DURA SXI DSL,Automatic,DIESEL,1388
1014451,FORD,FIESTA,1.4 DURA SXI ABS DSL,Automatic,DIESEL,1388
1014452,FORD,IKON,1.3 ENDURA,Automatic,PETROL,1299
1014453,FORD,IKON,1.8 DSL,Automatic,DIESEL,1753
1014454,FORD,IKON,FINESSE,Automatic,PETROL,1297
1014455,FORD,IKON NXT,1.3 CLXI,Automatic,PETROL,1299
1014456,FORD,IKON NXT,1.6 EXI,Automatic,PETROL,1597
1014457,FORD,Mondeo,GHIA DIESEL,Automatic,DIESEL,2000
1014458,Hindustan Motors,Ambassador,CLASSIC 1800 ISZ MPFI,Automatic,PETROL,1817
1014459,Hindustan Motors,Ambassador,CLASSIC 1800 ISZ MPFI AC,Automatic,PETROL,1817
1014460,Hindustan Motors,Ambassador,CLASSIC 1800 ISZ MPFI AC PS,Automatic,PETROL,1817
1014461,Hindustan Motors,Ambassador,GRAND 2000 DSZ PW CL,Automatic,DIESEL,1995
1014462,HONDA,ACCORD VTI,3.0 V6,Automatic,PETROL,2997
1014463,Honda,Jazz,BASE,Automatic,PETROL,1198
1014464,Hyundai,Accent,1.5 GLX SPORTS,Automatic,PETROL,1495
1014465,Hyundai,Accent,1.6 GTX,Automatic,PETROL,1599
1014466,Hyundai,i10,1.2L KAPPA SPORTZ GLS,Automatic,PETROL,1197
1014467,Hyundai,i10,1.2L KAPPA SPORTZ GLS AT,Automatic,PETROL,1197
1014468,Hyundai,i10,1.2L KAPPA ASTA GLS,Automatic,PETROL,1197
1014469,Hyundai,i10,1.2L KAPPA ASTA GLS AT,Automatic,PETROL,1197
1014470,Hyundai,i20,ASTA WITH AVN,Automatic,PETROL,1197
1014471,Hyundai,i20,1.4L SPORTZ,Automatic,PETROL,1396
1014472,Hyundai,Santa Fe,4X4 DSL MT,Manual,DIESEL,2199
1006890,Hyundai,Santro Xing,GLS,Manual,PETROL,1086
1006891,Hyundai,Santro Xing,GLS AT,Automatic,PETROL,1086
1006889,Hyundai,Santro Xing,Erlx XK,Manual,PETROL,1086
1014783,Hyundai,Santro,1.1 XK,Automatic,PETROL,1086
1015023,Hyundai,Santro,XING ERLX,Automatic,PETROL,1086
1006806,Hyundai,Santro Xing,GL Plus,Manual,INTERNAL_LPG_CNG,1086
1006888,Hyundai,Santro Xing,GL Plus,Manual,PETROL,1086
1020234,Hyundai,Santro Xing,XO eRLX - Euro III,Manual,PETROL,1086
1014481,ICML,Rhino RX,DELITE CRDFI,Automatic,DIESEL,1994
1014482,ICML,Rhino RX,WINNER CRDFI AC,Automatic,DIESEL,1994
1014483,ICML,Rhino RX,WINNER DI AC 10-STR,Automatic,DIESEL,1994
1014484,ICML,Rhino RX,WINNER DI AC 9-STR,Automatic,DIESEL,1994
1014485,ICML,Rhino RX,XCITER CRDFI,Automatic,DIESEL,1994
1014486,ICML,Rhino RX,XCITER CRDFI DAC 8-STR,Automatic,DIESEL,1994
1014487,ICML,Rhino RX,XCITER DI DAC 8-STR,Automatic,DIESEL,1994
1014488,ICML,Rhino RX,XCITER DI DAC 9-STR,Automatic,DIESEL,1994
1014489,Jaguar,XJ,5.0L,Automatic,PETROL,5000
1014490,LAMBORGHINI,LAMBORGHINI GALLARDO,LP 560-4 COUPE,Automatic,PETROL,4961
1014491,LAMBORGHINI,LAMBORGHINI MURCIELAGO,LP640,Automatic,PETROL,4961
1014492,Land Rover,Range Rover Sport,5.0 V8,Automatic,PETROL,4999
1014493,Land Rover,Range Rover,5.0L SUPERCHARGED V8 PETROL,Automatic,PETROL,4999
1014494,Mahindra,Bolero,ZLX BS3,Automatic,DIESEL,2523
1014495,Mahindra,Bolero,SLX BS4,Automatic,DIESEL,2523
1014496,Mahindra,Bolero,SLE BS4,Automatic,DIESEL,2523
1014497,Mahindra,Scorpio,M2DI,Automatic,DIESEL,2179
1014498,MAHINDRA,SCORPIO GETAWAY,GETAWAY 2WD,Automatic,DIESEL,2609
1014499,MAHINDRA,SCORPIO GETAWAY,GETAWAY 4WD,Automatic,DIESEL,2609
1014500,Mahindra,Xylo,D2 BS III,Automatic,DIESEL,2498
1014501,Mahindra,Xylo,D4 BS III,Automatic,DIESEL,2498
1014502,Mahindra,Xylo,E4 BS III,Automatic,DIESEL,2498
1014503,Mahindra,Xylo,E8 ABS BS III,Automatic,DIESEL,2498
1014504,Mahindra,Xylo,E8-ABS-AIR BAG BS III,Automatic,DIESEL,2498
1014505,Mahindra,Xylo,E8-ABS-AIR BAG,Automatic,DIESEL,2498
1014506,Maruti,Eeco,AMBULANCE,Automatic,PETROL,1196
1014507,Maruti,Gypsy,KING MPI HARD TOP,Automatic,PETROL,1298
1014508,Maruti,Gypsy,KING MPI SOFT TOP,Automatic,PETROL,1298
1014509,Maruti,800,CS,Automatic,PETROL,796
1014510,Maruti,Omni,E MPI STD BSIV,Automatic,PETROL/CNG,796
1014511,Maruti,Omni,LPG CARGO,Automatic,LPG,796
1014512,Maruti,Omni,MPI AMBULANCE,Automatic,PETROL,796
1014513,Maruti,Omni,MPI CARGO,Automatic,PETROL,796
1014514,Maruti,Zen,AX,Automatic,PETROL,993
1014515,MAYBACH,MAYBACH,57,Automatic,PETROL,5513
1014516,MAYBACH,MAYBACH,57S,Automatic,PETROL,5980
1014517,MAYBACH,MAYBACH,62,Automatic,PETROL,5513
1014518,MAYBACH,MAYBACH,62S,Automatic,PETROL,5513
1014519,MERCEDES-BENZ,C 63-AMG,C 63-AMG,Automatic,PETROL,6208
1014520,MERCEDES-BENZ,C-CLASS,C 200K,Automatic,PETROL,1998
1014521,MERCEDES-BENZ,CL CLASS,CL 500,Automatic,PETROL,5461
1014522,MERCEDES-BENZ,CL CLASS,CL 600,Automatic,PETROL,5513
1014523,MERCEDES-BENZ,CL CLASS,CL 65 AMG,Automatic,PETROL,5980
1014524,MERCEDES-BENZ,CLS CLASS,350 BE,Automatic,PETROL,5980
1014525,MERCEDES-BENZ,CLS CLASS,63 AMG,Automatic,PETROL,5461
1014526,Mercedes-Benz,E Class,E 200 CGI,Automatic,PETROL,1796
1014527,Mercedes-Benz,E Class,E 350 CDI,Automatic,DIESEL,2987
1014528,Mercedes-Benz,E Class,E-220 CDI,Automatic,DIESEL,2148
1014529,Mercedes-Benz,E Class,E-350 COUPÉ,Automatic,PETROL,2987
1014530,Mercedes-Benz,ML Class,ML - CLASS EXECUTIVE,Automatic,DIESEL,2987
1014531,Mercedes-Benz,ML Class,ML - CLASS SPORTS,Automatic,DIESEL,2987
1014532,MERCEDES-BENZ,M CLASS,ML 350,Automatic,PETROL,2987
1014533,Mercedes-Benz,S Class,S 350 CDI L,Automatic,DIESEL,3498
1014534,MERCEDES-BENZ,SL-CLASS,500,Automatic,PETROL,5461
1014535,MERCEDES-BENZ,SLS-AMG,COUPE,Automatic,PETROL,6208
1014536,OPEL,ASTRA,1.7,Automatic,PETROL,1700
1014537,OPEL,ASTRA,1.7 GSI,Automatic,PETROL,1700
1014538,Porsche,911,CARRERA,Automatic,PETROL,3596
1014539,Porsche,911,CARRERA S,Automatic,PETROL,3824
1014540,Porsche,911,CARRERA 4,Automatic,PETROL,3596
1014541,Porsche,911,CARRERA 4S,Automatic,PETROL,3824
1014542,Porsche,911,CARRERA 4 CABRIOLET,Automatic,PETROL,3596
1014543,Porsche,911,CARRERA 4S CABRIOLET,Automatic,PETROL,3824
1014544,Porsche,911,CARRERA 4 GTS,Automatic,PETROL,3596
1014545,Porsche,911,TARGA 4,Automatic,PETROL,3596
1014546,Porsche,911,TARGA 4 S,Automatic,PETROL,3824
1014547,Porsche,911,TURBO,Automatic,PETROL,3600
1014548,Porsche,911,TURBO S,Automatic,PETROL,3600
1014549,Porsche,911,TURBO CABRIOLET,Automatic,PETROL,3600
1014550,Porsche,911,GT3 RS 4.0,Automatic,PETROL,3600
1014551,Porsche,911,CARRERA CABRIOLET,Automatic,PETROL,3596
1014552,Porsche,911,CARRERA S CABRIOLET,Automatic,PETROL,3824
1014553,Porsche,BOXSTER,BOXSTER,Automatic,PETROL,2687
1014554,Porsche,BOXSTER,S,Automatic,PETROL,3387
1014555,Porsche,BOXSTER,SPYDER,Automatic,PETROL,3387
1014556,Porsche,CAYMAN,CAYMAN,Automatic,PETROL,2687
1014557,Porsche,PANAMERA,4S,Automatic,PETROL,4806
1014558,Porsche,PANAMERA,S,Automatic,PETROL,4806
1014559,Porsche,PANAMERA,TURBO,Automatic,PETROL,4806
1014560,Porsche,PANAMERA,PANAMERA,Automatic,PETROL,4806
1014561,Porsche,PANAMERA,DIESEL,Automatic,DIESEL,4806
1014562,Porsche,PANAMERA,4,Automatic,PETROL,4806
1014563,Porsche,PANAMERA,GTS,Automatic,PETROL,4806
1014564,Porsche,PANAMERA,TURBO S,Automatic,PETROL,4806
1014565,Porsche,Cayenne,S,Automatic,PETROL,4806
1014566,Porsche,Cayenne,TURBO,Automatic,PETROL,4806
1014567,Rolls Royce,GHOST,GHOST,Automatic,PETROL,6592
1014568,Rolls Royce,PHANTOM,BASE,Automatic,PETROL,6749
1014569,Rolls Royce,PHANTOM,COUPE,Automatic,PETROL,6749
1014570,SAN MOTORS,STORM,BASE,Automatic,PETROL,1149
1014571,Skoda,Octavia,1.8 RS TURBO,Automatic,DIESEL,1798
1014572,Skoda,Superb,2.8 V6,Automatic,PETROL,2771
1014573,Tata,Aria,PURE 4X2,Automatic,DIESEL,2197
1014574,Tata,Aria,PLEASURE 4X2,Automatic,DIESEL,2179
1014575,Tata,Aria,PRESTIGE 4X2,Automatic,DIESEL,2179
1014576,Tata,Aria,PRIDE 4X4,Automatic,DIESEL,2179
1014577,Tata,Aria,PRESTIGE LEATHER 4X4,Automatic,DIESEL,2179
1014578,Tata,Indica,DLG DICOR,Automatic,DIESEL,1405
1014579,Tata,Indica,DLG TC,Automatic,DIESEL,1405
1014580,Tata,Indica,LEI,Automatic,PETROL,1405
1014581,Tata,Indica,LXI,Automatic,PETROL,1405
1014582,TATA,INDICA EV2 XETA (PETROL),GLE,Automatic,PETROL,1193
1014583,TATA,INDICA EV2 XETA (PETROL),GLS,Automatic,PETROL,1193
1014584,TATA,INDICA EV2 XETA (PETROL),GLX,Automatic,PETROL,1193
1014585,Tata,Indica Vista,AQUA QUADRAJET BS-III,Automatic,DIESEL,1248
1014586,Tata,Indica Vista,AQUA SAFIRE BS-III,Automatic,PETROL,1172
1014587,Tata,Indica Vista,AQUA SAFIRE-90 BS-IV,Automatic,PETROL,1368
1014588,Tata,Indica Vista,AQUA TDI BS-III,Automatic,DIESEL,1405
1014589,Tata,Indica Vista,AURA + QUADRAJET BS-III,Automatic,DIESEL,1248
1014590,Tata,Indica Vista,AURA + SAFIRE BS-III,Automatic,PETROL,1172
1014591,Tata,Indica Vista,AURA + SAFIRE BS-IV,Automatic,PETROL,1172
1014592,Tata,Indica Vista,AURA ABS QUADRAJET BS-III,Automatic,DIESEL,1248
1014593,Tata,Indica Vista,AURA ABS QUADRAJET BS-IV,Automatic,DIESEL,1248
1014594,Tata,Indica Vista,AURA ABS SAFIRE BS-III,Automatic,PETROL,1172
1014595,Tata,Indica Vista,AURA ABS SAFIRE-90 BS-IV,Automatic,PETROL,1368
1014596,Tata,Indica Vista,AURA PLUS SAFIRE-90 BS-IV,Automatic,PETROL,1368
1014597,Tata,Indica Vista,TERRA QUADRAJET BS-III,Automatic,DIESEL,1248
1014598,Tata,Indica Vista,TERRA SAFIRE BS-III,Automatic,PETROL,1172
1014599,Tata,Indica Vista,TERRA SAFIRE-90 BS-IV,Automatic,PETROL,1368
1014600,Tata,Indica Vista,TERRA TDI BS-III,Automatic,DIESEL,1405
1014601,TATA,INDICA XETA,1.2 GL,Automatic,PETROL,1193
1014602,TATA,INDICA XETA,1.2 GLE,Automatic,PETROL,1193
1014603,TATA,INDICA XETA,1.2 GLG,Automatic,PETROL,1193
1014604,TATA,INDICA XETA,1.2 GLS,Automatic,PETROL,1193
1014605,TATA,INDICA XETA,1.4 GLX,Automatic,PETROL,1193
1014606,Tata,Indigo,DLX,Automatic,DIESEL,1405
1014607,TATA,SAFARI 2.2 VTT DICOR,EX 4*2,Automatic,DIESEL,2179
1014608,TATA,SAFARI 2.2 VTT DICOR,EX 4*4,Automatic,DIESEL,2179
1014609,TATA,SAFARI 2.2 VTT DICOR,LX 4*2 2.2 VTT,Automatic,DIESEL,2179
1014610,TATA,SAFARI 2.2 VTT DICOR,LX 4*4,Automatic,DIESEL,2179
1014611,TATA,SAFARI 2.2 VTT DICOR,VX 4*2,Automatic,DIESEL,2179
1014612,TATA,SAFARI 2.2 VTT DICOR,VX 4*4,Automatic,DIESEL,2179
1014613,TATA,SAFARI DICOR 3.0,EX 4WD,Automatic,DIESEL,2956
1014614,TATA,SAFARI DICOR 3.0,LX 4WD,Automatic,DIESEL,2956
1014615,TATA,SAFARI DICOR 3.0,VX 4WD,Automatic,DIESEL,2956
1014616,TATA,SPACIO,GOLD HT,Automatic,DIESEL,2956
1014617,Tata,Sumo Victa,CX DI,Automatic,DIESEL,1948
1014618,Tata,Sumo Victa,CX EGR,Automatic,DIESEL,1948
1014619,Tata,Sumo Victa,EX EGR,Automatic,DIESEL,1948
1014620,Tata,Sumo Victa,LX EGR,Automatic,DIESEL,1948
1014621,TATA,XENON,XT EX 4X4,Automatic,DIESEL,2179
1014622,Toyota,Corolla Altis,1.4 G DIESEL,Automatic,DIESEL,1364
1014623,Toyota,Corolla Altis,1.8 G HV AT,Automatic,PETROL,1794
1014624,TOYOTA,INNOVA E,2.0 G,Automatic,DIESEL,1998
1014625,Toyota,Innova,2.5 EV PS 7 STR,Automatic,DIESEL,2494
1014626,Toyota,Innova,2.0 GXD,Automatic,DIESEL,1998
1014627,TOYOTA,INNOVA GX,2.5 VX DIESEL 7STR,Automatic,DIESEL,2494
1014628,TOYOTA,INNOVA GX,2.5 VX DIESEL 8STR,Automatic,DIESEL,2494
1014629,VOLKSWAGEN,VENTO,1.6L BREEZE DIESEL,Automatic,DIESEL,1598
1014630,VOLKSWAGEN,VENTO,1.6L IPL EDITION,Automatic,PETROL,1598
1014631,HUMMER,HUMMER,H3,Automatic,DIESEL,3700
1014632,Honda,City,1.6 ZXI,Automatic,PETROL,1597
1014633,Hyundai,Elantra,1.8 S PETROL,Automatic,PETROL,1797
1014634,TATA,MANZA CLUB,LS DIESEL,Automatic,DIESEL,1248
1014635,TATA,MANZA CLUB,VX DIESEL,Automatic,DIESEL,1248
1014636,TATA,MANZA CLUB,EX DIESEL,Automatic,DIESEL,1248
1014637,TATA,MANZA CLUB,EXL DIESEL,Automatic,DIESEL,1248
1014638,TATA,MANZA CLUB,LX DIESEL,Automatic,DIESEL,1248
1014639,TATA,VISTA D90,VX DIESEL,Automatic,DIESEL,1248
1014640,CHEVROLET,SAIL SEDAN,BASE PETROL,Automatic,PETROL,1199
1014641,CHEVROLET,SAIL SEDAN,BASE DIESEL,Automatic,DIESEL,1248
1014642,CHEVROLET,SAIL SEDAN,LT ABS PETROL,Automatic,PETROL,1199
1014643,CHEVROLET,SAIL SEDAN,LS DIESEL,Automatic,DIESEL,1248
1014644,Nissan,Terrano,XL D THP 110 PS,Automatic,DIESEL,1461
1014645,VOLKSWAGEN,CROSS POLO,1.2 TDI,Automatic,DIESEL,1199
1014646,Maruti,STINGRAY,LXI,Automatic,PETROL,998
1014647,Maruti,STINGRAY,VXI,Automatic,PETROL,998
1014648,Maruti,STINGRAY,VXI OPT,Automatic,PETROL,998
1014649,Jaguar,F Type,COUPE,Automatic,PETROL,2995
1014650,Jaguar,F Type,S COUPE,Automatic,PETROL,2995
1014651,Jaguar,F Type,R COUPE,Automatic,PETROL,5000
1014652,Tata,Nano,EMAX XM,Automatic,CNG,624
1014653,MERCEDES-BENZ,CLA CLASS,200 SPORT,Automatic,PETROL,1991
1014654,MERCEDES-BENZ,CLA CLASS,AMG,Automatic,PETROL,1991
1014655,Mercedes-Benz,GLA Class,200 SPORT,Automatic,PETROL,1991
1014656,Mercedes-Benz,GLA Class,45 AMG 4MATIC,Automatic,PETROL,1991
1014657,Renault,Lodgy,85 PS RXE 7S,Automatic,DIESEL,1461
1014658,Renault,Lodgy,110 PS RXL 7S,Automatic,DIESEL,1461
1014659,Renault,Lodgy,110 PS RXZ STEPWAY,Automatic,DIESEL,1461
1014660,Renault,Lodgy,110 PS RXZ 7S STEPWAY,Automatic,DIESEL,1461
1014661,MERCEDES-BENZ,GLE-CLASS,450 AMG COUPE,Automatic,PETROL,2996
1014662,MERCEDES-BENZ,AMG,GT S,Automatic,PETROL,3982
1014663,MERCEDES-BENZ,A-CLASS,A 200D,Automatic,DIESEL,2143
1014664,MERCEDES-BENZ,A-CLASS,A 180,Automatic,PETROL,1595
1014665,MERCEDES-BENZ,C-CLASS,C 200 KOMPRESSOR ELEGANCE MT,Manual,PETROL,1796
1014666,MERCEDES-BENZ,W203,C220 CDI,Automatic,DIESEL,2148
1014667,MERCEDES-BENZ,SLK-CLASS,350,Automatic,DIESEL,3498
1014668,VOLKSWAGEN,POLO,1.5 GT TDI HIGHLINE,Automatic,DIESEL,1498
1014669,Maruti,Baleno,STD EII,Automatic,PETROL,1590
1014670,FORCE,GURKHA,HARD TOP 4X4,Automatic,DIESEL,2596
1014671,FORCE,GURKHA,SOFT TOP 4X2,Automatic,DIESEL,2596
1014672,FORCE,GURKHA,SOFT TOP 4X4,Automatic,DIESEL,2596
1014673,FORCE,FORCE ONE,5+D,Automatic,DIESEL,2149
1014674,FORCE,FORCE ONE,6+D,Automatic,DIESEL,2149
1014675,VOLKSWAGEN,VENTO,1.2 TSI,Automatic,PETROL,1197
1014676,MARUTI,NEW BALENO,1.2 CVT ZETA,Automatic,PETROL,1197
1014677,Toyota,Fortuner,3.0 L 2WD AT,Automatic,DIESEL,2982
1014678,BMW,MINI COOPER,CONVERTIBLE 2.0,Automatic,PETROL,1998
1014679,BMW,MINI COOPER,D 3 DOOR,Automatic,DIESEL,1496
1014680,BMW,MINI COOPER,D 5 DOOR,Automatic,DIESEL,1496
1014681,Hyundai,Grand i10,1.0 KAPPA,Automatic,PETROL,998
1014682,AUDI,A3,35TDI PREMIUM PLUS SUNROOF,Automatic,DIESEL,1968
1014683,AUDI,A3,35TDI TECHNOLOGY PLUS SUNROOF,Automatic,DIESEL,1968
1014684,AUDI,A3,CABRIOLET 40 TFSI PREMIUM PLUS,Automatic,PETROL,1798
1014685,AUDI,A4,35 TFSI PREMIUM,Automatic,PETROL,1968
1014686,AUDI,A6,35 TDI,Automatic,DIESEL,1968
1014687,AUDI,A6,35 TDI MATRIX EDITION,Automatic,DIESEL,1968
1014688,AUDI,A8,L 50 TDI QUATTRO,Automatic,DIESEL,2967
1014689,AUDI,A8,L 60 TDI QUATTRO,Automatic,DIESEL,4134
1014690,AUDI,Q5,45 TDI QUATTRO TECHNOLOGY,Automatic,DIESEL,2967
1014691,BMW,3 SERIES,320D CKD AT,Automatic,DIESEL,1995
1014692,BMW,3 SERIES,325I,Automatic,DIESEL,2497
1014693,BMW,3 SERIES,328 I SPORT PLUS,Automatic,PETROL,1997
1014694,BMW,5 SERIES,520D PRESTIGE,Automatic,DIESEL,2993
1014695,BMW,5 SERIES,525D LUXURY PLUSE,Automatic,DIESEL,2993
1014696,BMW,5 SERIES,525D PRESTIGE,Automatic,DIESEL,2993
1014697,BMW,5 SERIES,530D,Automatic,DIESEL,1995
1014698,BMW,6 SERIES,GRAN EMINENCE COUPE,Automatic,PETROL,4799
1014699,BMW,7 SERIES,730LD M SPORT,Automatic,DIESEL,2993
1014700,BMW,7 SERIES,750 LI EMINENCE,Automatic,PETROL,2993
1014701,BMW,7 SERIES,760 LI EMINENCE,Automatic,PETROL,2993
1014702,BMW,I8,1.5,Automatic,PETROL,1499
1014703,BMW,X1,SDRIVE 20D LUXURY LINE,Automatic,DIESEL,1995
1014704,BMW,X3,X DRIVE 20D XLINE,Automatic,DIESEL,1995
1014705,BMW,Z4,SDRIVE 35I PRESTIGE,Automatic,PETROL,2979
1014706,CHEVROLET,BEAT,1.0 E TCDI,Automatic,DIESEL,936
1014707,CHEVROLET,OPTRA,2.0 LT TCDI,Automatic,DIESEL,1999
1014708,CHEVROLET,SAIL UVA,1.3 BASE,Automatic,DIESEL,1248
1014709,CHEVROLET,TAVERA,ELITE LT L2 8 SEATER,Automatic,DIESEL,2499
1014710,CHEVROLET,TAVERA,NEO 3 2.5 LS BS4 7 CAPTAINSEATER,Automatic,DIESEL,2499
1014711,CHEVROLET,TAVERA,NY ELITE LS B3 7 SEATER,Automatic,DIESEL,2499
1014712,CHEVROLET,TAVERA,NY ELITE LT L2 8 SEATER,Automatic,DIESEL,2499
1014713,DAEWOO,CIELO LPG,GLE,Automatic,LPG,1498
1014714,DAEWOO,MATIZ,STD,Automatic,PETROL,796
1014715,DATSUN,GO,A EPS,Automatic,PETROL,1198
1014716,DATSUN,GO,STD,Automatic,PETROL,1198
1014717,DATSUN,GO PLUS,A EPS,Automatic,PETROL,1198
1014718,DATSUN,GO PLUS,A XL,Automatic,PETROL,1198
1014719,DATSUN,GO PLUS,D XE,Automatic,PETROL,1198
1014720,DATSUN,GO PLUS,D1 XE,Automatic,PETROL,1198
1014721,EICHER POLARIS,MULTIX,AX PLUS,Automatic,DIESEL,511
1014722,EICHER POLARIS,MULTIX,MX,Automatic,DIESEL,511
1014723,FIAT,GRANDE PUNTO,1.3 MULTIJET,Automatic,DIESEL,1300
1014724,FIAT,PALIO,1.2 SLE,Automatic,PETROL,1100
1014725,FIAT,PALIO,1.9D ELX PS,Automatic,PETROL,1900
1014726,FIAT,PALIO,1.9D ELX PS SP,Automatic,PETROL,1900
1014727,FIAT,PALIO,DLE,Automatic,DIESEL,1900
1014728,FIAT,PALIO,STILE E III,Automatic,PETROL,1100
1014729,FIAT,PUNTO,1.2 FIRE,Automatic,PETROL,1172
1014730,FIAT,PUNTO,1.3 ACTIVE LT,Automatic,PETROL,1248
1014731,FIAT,PUNTO,1.3 ACTIVE LT DL,Automatic,PETROL,1248
1014732,FIAT,STILE MULTIJET,1.3 SD,Automatic,DIESEL,1248
1014733,FIAT,STILE MULTIJET,1.3 SDE,Automatic,DIESEL,1248
1014734,FIAT,STILE MULTIJET,1.3 SDX,Automatic,DIESEL,1248
1014735,FIAT,UNO,1.9D,Automatic,DIESEL,1929
1014736,Ford,Endeavour,2.2 TREND4X2 MT,Manual,DIESEL,2198
1014737,FORD,FIESTA,1.4 BSIII,Automatic,DIESEL,1399
1014738,FORD,FIESTA,1.4 SVP DSL,Automatic,DIESEL,1399
1014739,FORD,FIESTA,1.6 ZXI CLUB,Automatic,PETROL,1596
1014740,FORD,FIGO,1.4 VXI,Automatic,DIESEL,1399
1014741,FORD,IKON,1.6 SXI,Automatic,DIESEL,1597
1014742,FORD,Mondeo,DURATEC HE,Automatic,PETROL,1999
1014743,Hindustan Motors,Ambassador,CLASSIC 2000 DSZ AC PS,Automatic,DIESEL,1995
1014744,Honda,Amaze,1.2 CNG,Automatic,CNG,1198
1014745,Honda,City,1.5 ZX AT CVT,Automatic,PETROL,1497
1014746,Honda,City,1.5 ZX GXI AT,Automatic,PETROL,1497
1014747,Honda,CRV,2.0 AT,Automatic,PETROL,1997
1014748,Honda,CRV,2.4 AT,Automatic,PETROL,2354
1014749,Honda,CRV,2.4 AT AVN,Automatic,PETROL,2354
1014750,Hyundai,Accent,1.3 GLE,Automatic,PETROL,1300
1014751,Hyundai,Accent,1.3 GLE ABS,Automatic,PETROL,1300
1014752,Hyundai,Accent,1.3 VIVA ABS,Automatic,PETROL,1300
1014753,Hyundai,Accent,1.5 DLS,Automatic,DIESEL,1496
1014754,Hyundai,Accent,1.5 EXS BSIV,Automatic,DIESEL,1493
1014755,Hyundai,Accent,1.5 GLE,Automatic,DIESEL,1493
1014756,Hyundai,Accent,1.5 GLS,Automatic,CNG,1495
1014757,Hyundai,Accent,2.6 SLX,Automatic,PETROL,2600
1014758,Hyundai,Eon,M-STAGE,Automatic,LPG,814
1014759,Hyundai,Getz Prime,1.1 GVS AT REAR SPOILER,Automatic,PETROL,1086
1014760,Hyundai,Grand i10,1.2 KAPPA MT,Manual,PETROL,1197
1014761,Hyundai,i10,1.1 ASTA GLS,Automatic,PETROL,1086
1014762,Hyundai,i10,1.1 ASTA GLS KAPPA,Automatic,PETROL,1086
1014763,Hyundai,i10,1.1 ASTA GLS KAPPA AT,Automatic,PETROL,1086
